2016-06-14 09:58:41 - HTTPError 404 -  - allineamenti/index
2016-06-14 11:06:34 - HTTPError 404 -  - allineamenti/index
2016-06-14 11:06:35 - HTTPError 404 -  - allineamenti/index
2016-06-14 11:06:36 - HTTPError 404 -  - allineamenti/index
2016-06-14 11:07:33 - HTTPError 404 -  - panoramica/index
2016-06-14 11:07:34 - HTTPError 404 -  - panoramica/index
2016-06-14 11:07:34 - HTTPError 404 -  - panoramica/index
2016-06-14 11:07:35 - HTTPError 404 -  - panoramica/index
2016-06-14 11:07:35 - HTTPError 404 -  - panoramica/index
2016-06-14 11:07:35 - HTTPError 404 -  - panoramica/index
2016-06-14 11:07:36 - HTTPError 404 -  - panoramica/index
2016-06-14 11:07:36 - HTTPError 404 -  - panoramica/index
2016-06-14 11:07:36 - HTTPError 404 -  - panoramica/index
2016-06-14 11:09:46 - HTTPError 404 -  - dist/images
2016-06-14 11:09:47 - HTTPError 404 -  - dist/images
2016-06-14 11:10:37 - HTTPError 404 -  - dist/images
2016-06-14 11:10:46 - HTTPError 404 -  - dist/images
2016-06-14 11:10:55 - HTTPError 404 -  - dist/images
2016-06-14 11:11:22 - HTTPError 404 -  - dist/images
2016-08-11 08:17:47 - HTTPError 404 -  - dist/images
2016-08-11 08:18:07 - HTTPError 404 -  - dist/images
2016-08-11 08:18:07 - HTTPError 404 -  - dist/images
2016-08-11 08:18:49 - HTTPError 404 -  - dist/images
2016-08-11 06:19:31 - Errore U03 -  - Username o Password non validi
2016-08-12 09:14:39 - HTTPError 404 -  - dist/images
2016-08-12 09:14:47 - HTTPError 404 - cristina - dist/images
2016-08-16 08:04:34 - HTTPError 404 -  - dist/images
2016-08-16 09:07:32 - HTTPError 404 -  - dist/images
2016-08-16 07:07:37 - Errore U03 -  - Username o Password non validi
2016-08-16 09:07:42 - HTTPError 404 - stramieri - dist/images
2016-08-16 16:11:47 - HTTPError 404 -  - dist/images
2016-08-17 08:27:15 - HTTPError 404 -  - dist/images
2016-08-17 08:27:31 - HTTPError 404 - linfozzi - dist/images
2016-08-17 06:36:03 - Errore R02 - linfozzi - Data non valida
2016-08-17 08:42:43 - HTTPError 404 -  - dist/images
2016-08-17 08:42:51 - HTTPError 404 - morselli - dist/images
2016-08-17 08:43:04 - HTTPError 404 -  - dist/images
2016-08-17 08:43:24 - HTTPError 404 - marchettip - dist/images
2016-08-17 06:47:32 - Errore R03 - marchettip - Data e ora non valida
2016-08-17 06:47:46 - Errore R03 - marchettip - Data e ora non valida
2016-08-17 06:49:09 - Errore R02 - marchettip - Data non valida
2016-08-17 06:50:06 - Errore R03 - morselli - Data e ora non valida
2016-08-17 08:51:47 - HTTPError 404 -  - dist/images
2016-08-17 09:06:52 - HTTPError 404 -  - dist/images
2016-08-17 09:07:07 - HTTPError 404 - agolinelli - dist/images
2016-08-18 08:48:27 - HTTPError 404 -  - dist/images
2016-08-18 16:32:13 - HTTPError 404 -  - dist/images
2016-08-18 16:32:32 - HTTPError 404 - zavatti - dist/images
2016-08-19 09:20:13 - HTTPError 404 -  - dist/images
2016-08-22 08:07:03 - HTTPError 404 -  - dist/images
2016-08-22 09:35:55 - HTTPError 404 -  - dist/images
2016-08-22 09:36:15 - HTTPError 404 -  - dist/images
2016-08-23 12:31:31 - HTTPError 404 -  - dist/images
2016-08-24 08:56:49 - HTTPError 404 -  - dist/images
2016-08-24 08:57:04 - HTTPError 404 - linfozzi - dist/images
2016-08-25 08:13:14 - HTTPError 404 -  - dist/images
2016-08-29 09:15:33 - HTTPError 404 -  - dist/images
2016-08-30 10:57:22 - HTTPError 404 -  - dist/images
2016-08-30 12:17:19 - HTTPError 404 -  - dist/images
2016-08-30 13:59:34 - HTTPError 404 -  - dist/images
2016-08-30 12:42:22 - Errore U03 -  - Username o Password non validi
2016-08-30 17:49:48 - HTTPError 404 -  - dist/images
2016-08-31 09:06:36 - HTTPError 404 -  - dist/images
2016-08-31 09:44:56 - HTTPError 404 -  - dist/images
2016-08-31 12:18:32 - HTTPError 404 -  - dist/images
2016-08-31 14:38:12 - HTTPError 404 -  - dist/images
2016-08-31 14:39:15 - HTTPError 404 -  - dist/images
2016-09-01 11:18:49 - HTTPError 404 -  - dist/images
2016-09-01 11:19:07 - HTTPError 404 - formigoni - dist/images
2016-09-01 11:25:26 - HTTPError 404 -  - dist/images
2016-09-01 15:27:14 - HTTPError 404 -  - dist/images
2016-09-01 15:41:28 - HTTPError 404 -  - dist/images
2016-09-01 15:47:13 - HTTPError 404 - lgalavotti - dist/images
2016-09-01 19:35:49 - HTTPError 404 -  - dist/images
2016-09-02 08:15:23 - HTTPError 404 -  - dist/images
2016-09-02 08:15:23 - HTTPError 404 -  - dist/images
2016-09-02 14:37:33 - HTTPError 404 -  - dist/images
2016-09-05 08:34:15 - HTTPError 404 -  - dist/images
2016-09-05 09:30:06 - HTTPError 404 -  - dist/images
2016-09-05 09:30:20 - HTTPError 404 - linfozzi - dist/images
2016-09-05 11:20:58 - HTTPError 404 -  - dist/images
2016-09-05 12:15:31 - HTTPError 404 -  - dist/images
2016-09-05 12:15:36 - HTTPError 404 - gazzoni - dist/images
2016-09-06 08:42:54 - HTTPError 404 -  - dist/images
2016-09-06 08:51:07 - HTTPError 404 -  - dist/images
2016-09-06 08:51:14 - HTTPError 404 - cristina - dist/images
2016-09-06 10:57:51 - HTTPError 404 -  - dist/images
2016-09-06 10:58:00 - HTTPError 404 - gazzoni - dist/images
2016-09-06 14:06:45 - HTTPError 404 -  - dist/images
2016-09-06 14:07:08 - HTTPError 404 - formigoni - dist/images
2016-09-06 13:07:19 - Errore U03 -  - Username o Password non validi
2016-09-09 11:18:57 - HTTPError 404 -  - dist/images
2016-09-09 09:19:04 - Errore U03 -  - Username o Password non validi
2016-09-12 06:36:38 - Errore U03 -  - Username o Password non validi
2016-09-12 08:50:50 - HTTPError 404 -  - dist/images
2016-09-12 09:23:53 - HTTPError 404 -  - dist/images
2016-09-13 17:59:36 - HTTPError 404 -  - dist/images
2016-09-14 08:23:20 - HTTPError 404 -  - dist/images
2016-09-14 12:57:24 - HTTPError 404 -  - dist/images
2016-09-14 12:57:36 - HTTPError 404 - lgalavotti - dist/images
2016-09-15 08:39:54 - HTTPError 404 -  - dist/images
2016-09-16 08:32:31 - HTTPError 404 -  - dist/images
2016-09-16 10:27:53 - HTTPError 404 -  - dist/images
2016-09-16 11:21:41 - HTTPError 404 -  - dist/images
2016-09-19 09:49:25 - HTTPError 404 -  - dist/images
2016-09-19 10:03:31 - HTTPError 404 -  - dist/images
2016-09-19 10:03:45 - HTTPError 404 -  - dist/images
2016-09-19 16:07:04 - HTTPError 404 -  - dist/images
2016-09-19 18:10:58 - HTTPError 404 -  - dist/images
2016-09-20 08:18:38 - HTTPError 404 -  - dist/images
2016-09-20 08:20:08 - HTTPError 404 -  - dist/images
2016-09-20 09:04:17 - HTTPError 404 -  - dist/images
2016-09-21 11:39:32 - HTTPError 404 -  - dist/images
2016-09-22 09:59:21 - HTTPError 404 -  - dist/images
2016-09-22 14:01:31 - HTTPError 404 -  - dist/images
2016-09-22 14:01:38 - HTTPError 404 - lgalavotti - dist/images
2016-09-22 17:33:15 - HTTPError 404 -  - dist/images
2016-09-23 08:25:20 - HTTPError 404 -  - dist/images
2016-09-23 08:43:32 - HTTPError 404 -  - dist/images
2016-09-23 09:39:50 - HTTPError 404 - leoni - dist/images
2016-09-23 11:41:21 - HTTPError 404 -  - dist/images
2016-09-23 11:55:00 - HTTPError 404 -  - dist/images
2016-09-23 16:42:30 - HTTPError 404 -  - dist/images
2016-09-26 08:06:13 - HTTPError 404 -  - dist/images
2016-09-26 13:52:38 - HTTPError 404 -  - dist/images
2016-09-26 13:52:50 - HTTPError 404 - formigoni - dist/images
2016-09-26 13:54:39 - HTTPError 404 - leoni - dist/images
2016-09-27 08:38:12 - HTTPError 404 -  - dist/images
2016-09-27 08:38:25 - HTTPError 404 - linfozzi - dist/images
2016-09-27 06:40:30 - Errore U05 - linfozzi - Si sono verificati i seguenti errori: <pre>Array
(
    [0] => Array
        (
            [error_str] => Cannot add or update a child row: a foreign key constraint fails (`allineamenti`.`blocchi`, CONSTRAINT `blocchi_ibfk_1` FOREIGN KEY (`nome_db`) REFERENCES `db_allineabili` (`nome`) ON DELETE CASCADE ON UPDATE CASCADE)
            [query] => INSERT INTO blocchi(nome_db,richiedente,usernameRichiedente,inizio_blocco,fine_blocco,motivo)
		VALUES( '',
				'Mauro Linfozzi',
				'linfozzi',
				'2016-09-27',
				'2016-10-27',
				'Report Settembre 2016'
		)
        )

)
</pre>
2016-09-27 08:43:30 - HTTPError 404 -  - dist/images
2016-09-27 08:55:42 - HTTPError 404 -  - dist/images
2016-09-28 09:27:12 - HTTPError 404 -  - dist/images
2016-09-28 14:19:02 - HTTPError 404 -  - dist/images
2016-09-29 09:04:57 - HTTPError 404 -  - dist/images
2016-09-29 09:25:11 - HTTPError 404 -  - dist/images
2016-09-29 09:25:45 - HTTPError 404 -  - dist/images
2016-09-29 09:30:30 - HTTPError 404 -  - dist/images
2016-09-29 10:42:51 - HTTPError 404 -  - dist/images
2016-09-29 11:35:04 - HTTPError 404 -  - dist/images
2016-09-30 08:19:40 - HTTPError 404 -  - dist/images
2016-09-30 09:38:09 - HTTPError 404 -  - dist/images
2016-09-30 11:17:45 - HTTPError 404 -  - dist/images
2016-09-30 15:46:07 - HTTPError 404 -  - dist/images
2016-09-30 15:46:13 - HTTPError 404 - lgalavotti - dist/images
2016-10-03 08:40:03 - HTTPError 404 -  - dist/images
2016-10-03 14:44:57 - HTTPError 404 -  - dist/images
2016-10-03 14:45:12 - HTTPError 404 -  - dist/images
2016-10-03 17:21:48 - HTTPError 404 - leoni - dist/images
2016-10-04 11:25:17 - HTTPError 404 -  - dist/images
2016-10-04 11:48:20 - HTTPError 404 -  - dist/images
2016-10-04 11:48:26 - HTTPError 404 - magri - dist/images
2016-10-04 11:53:43 - HTTPError 404 -  - dist/images
2016-10-04 11:53:55 - HTTPError 404 - ebaraldi - dist/images
2016-10-04 12:11:59 - HTTPError 404 -  - dist/images
2016-10-04 12:15:07 - HTTPError 404 -  - dist/images
2016-10-04 12:15:12 - HTTPError 404 - gazzoni - dist/images
2016-10-04 14:38:59 - Errore U03 -  - Username o Password non validi
2016-10-05 12:07:25 - HTTPError 404 -  - dist/images
2016-10-05 12:08:16 - HTTPError 404 -  - dist/images
2016-10-07 08:25:54 - HTTPError 404 -  - dist/images
2016-10-07 17:58:42 - HTTPError 404 -  - dist/images
2016-10-07 17:59:04 - HTTPError 404 - lgalavotti - dist/images
2016-10-10 08:10:48 - HTTPError 404 -  - dist/images
2016-10-10 06:10:53 - Errore U03 -  - Username o Password non validi
2016-10-10 08:49:38 - HTTPError 404 -  - dist/images
2016-10-10 13:49:39 - HTTPError 404 -  - dist/images
2016-10-10 13:50:02 - HTTPError 404 -  - dist/images
2016-10-11 07:43:39 - Errore U03 -  - Username o Password non validi
2016-10-11 10:10:11 - HTTPError 404 -  - dist/images
2016-10-11 12:02:53 - HTTPError 404 -  - dist/images
2016-10-11 15:49:24 - HTTPError 404 -  - dist/images
2016-10-11 15:50:17 - HTTPError 404 -  - dist/images
2016-10-11 13:50:22 - Errore U03 -  - Username o Password non validi
2016-10-11 16:22:46 - HTTPError 404 -  - dist/images
2016-10-11 16:22:54 - HTTPError 404 - cristina - dist/images
2016-10-12 09:42:28 - HTTPError 404 -  - dist/images
2016-10-12 09:42:44 - HTTPError 404 -  - dist/images
2016-10-12 08:44:31 - Errore U02 -  - CSRF Attack - Sessione scaduta, aggiorna la pagina
2016-10-12 08:44:37 - Errore U02 -  - CSRF Attack - Sessione scaduta, aggiorna la pagina
2016-10-13 15:56:39 - HTTPError 404 -  - dist/images
2016-10-14 13:32:59 - HTTPError 404 -  - dist/images
2016-10-14 14:36:06 - HTTPError 404 -  - dist/images
2016-10-14 16:53:12 - HTTPError 404 -  - dist/images
2016-10-17 16:41:21 - HTTPError 404 -  - dist/images
2016-10-18 08:17:36 - HTTPError 404 -  - dist/images
2016-10-18 08:42:00 - HTTPError 404 -  - dist/images
2016-10-18 10:17:47 - HTTPError 404 -  - dist/images
2016-10-18 11:24:01 - HTTPError 404 -  - dist/images
2016-10-18 16:48:57 - HTTPError 404 -  - dist/images
2016-10-18 17:28:27 - HTTPError 404 -  - dist/images
2016-10-19 08:38:14 - HTTPError 404 -  - dist/images
2016-10-19 06:38:24 - Errore U03 -  - Username o Password non validi
2016-10-19 11:58:18 - HTTPError 404 -  - dist/images
2016-10-19 14:09:00 - HTTPError 404 -  - dist/images
2016-10-20 08:32:10 - HTTPError 404 -  - dist/images
2016-10-20 08:58:52 - HTTPError 404 -  - dist/images
2016-10-20 10:16:50 - HTTPError 404 -  - dist/images
2016-10-24 13:37:43 - HTTPError 404 -  - dist/images
2016-10-24 14:23:18 - HTTPError 404 -  - dist/images
2016-10-24 14:26:12 - HTTPError 404 -  - dist/images
2016-10-25 08:17:52 - HTTPError 404 -  - dist/images
2016-10-25 08:34:16 - HTTPError 404 -  - dist/images
2016-10-25 10:04:43 - HTTPError 404 -  - dist/images
2016-10-26 09:27:26 - HTTPError 404 -  - dist/images
2016-10-26 09:28:25 - HTTPError 404 -  - dist/images
2016-10-26 10:36:34 - HTTPError 404 -  - dist/images
2016-10-26 10:44:52 - HTTPError 404 -  - dist/images
2016-10-26 09:34:17 - Errore U03 -  - Username o Password non validi
2016-10-26 11:55:56 - HTTPError 404 -  - dist/images
2016-10-26 13:19:55 - HTTPError 404 -  - dist/images
2016-10-27 09:44:20 - Errore U03 -  - Username o Password non validi
2016-10-27 09:44:25 - Errore U03 -  - Username o Password non validi
2016-10-27 13:23:57 - HTTPError 404 -  - dist/images
2016-10-28 09:29:42 - Errore U03 -  - Username o Password non validi
2016-10-28 12:52:50 - HTTPError 404 -  - dist/images
2016-10-28 12:53:03 - HTTPError 404 - magri - dist/images
2016-10-31 10:25:42 - HTTPError 404 -  - dist/images
2016-10-31 10:26:00 - HTTPError 404 -  - dist/images
2016-10-31 10:26:11 - HTTPError 404 - agolinelli - dist/images
2016-10-31 10:52:39 - HTTPError 404 -  - dist/images
2016-10-31 10:52:49 - HTTPError 404 - linfozzi - dist/images
2016-10-31 10:53:41 - HTTPError 404 -  - dist/images
2016-10-31 10:53:49 - HTTPError 404 -  - dist/images
2016-11-02 12:50:31 - HTTPError 404 -  - dist/images
2016-11-02 16:58:24 - HTTPError 404 -  - dist/images
2016-11-02 17:07:04 - HTTPError 404 -  - dist/images
2016-11-02 17:07:18 - HTTPError 404 -  - dist/images
2016-11-02 17:07:44 - HTTPError 404 -  - dist/images
2016-11-03 08:17:15 - HTTPError 404 -  - dist/images
2016-11-03 08:57:52 - HTTPError 404 -  - dist/images
2016-11-03 08:58:01 - HTTPError 404 - giorgio - dist/images
2016-11-03 11:19:31 - HTTPError 404 -  - dist/images
2016-11-03 11:19:36 - HTTPError 404 - gazzoni - dist/images
2016-11-03 15:23:32 - HTTPError 404 -  - dist/images
2016-11-03 16:53:17 - HTTPError 404 -  - dist/images
2016-11-03 18:23:37 - HTTPError 404 -  - dist/images
2016-11-04 12:10:14 - HTTPError 404 -  - dist/images
2016-11-04 11:10:27 - Errore U03 -  - Username o Password non validi
2016-11-04 12:10:33 - HTTPError 404 - marchettip - dist/images
2016-11-04 17:17:18 - HTTPError 404 -  - dist/images
2016-11-04 17:24:50 - HTTPError 404 -  - dist/images
2016-11-07 08:42:01 - HTTPError 404 -  - dist/images
2016-11-07 08:55:29 - HTTPError 404 -  - dist/images
2016-11-07 11:14:43 - HTTPError 404 -  - dist/images
2016-11-07 11:14:49 - HTTPError 404 - cristina - dist/images
2016-11-07 18:06:57 - HTTPError 404 -  - dist/images
2016-11-07 18:07:01 - HTTPError 404 - lgalavotti - dist/images
2016-11-08 08:09:03 - HTTPError 404 -  - dist/images
2016-11-08 08:14:43 - HTTPError 404 -  - dist/images
2016-11-08 08:15:59 - HTTPError 404 -  - dist/images
2016-11-09 08:19:38 - HTTPError 404 -  - dist/images
2016-11-10 08:18:00 - HTTPError 404 -  - dist/images
2016-11-10 11:51:12 - HTTPError 404 -  - dist/images
2016-11-10 15:26:23 - HTTPError 404 -  - dist/images
2016-11-11 07:33:46 - Errore U05 - linfozzi - Si sono verificati i seguenti errori: <pre>Array
(
    [0] => Array
        (
            [error_str] => Cannot add or update a child row: a foreign key constraint fails (`allineamenti`.`richieste`, CONSTRAINT `richieste_ibfk_1` FOREIGN KEY (`nome_db`) REFERENCES `db_allineabili` (`nome`) ON DELETE CASCADE ON UPDATE CASCADE)
            [query] => INSERT INTO richieste(nome_db,richiedente,usernameRichiedente,dataora)
		VALUES( '',
				'Mauro Linfozzi',
				'linfozzi',
				'2016-11-11 09:00:00'
		)
        )

)
</pre>
2016-11-11 07:34:06 - Errore U05 - linfozzi - Si sono verificati i seguenti errori: <pre>Array
(
    [0] => Array
        (
            [error_str] => Cannot add or update a child row: a foreign key constraint fails (`allineamenti`.`richieste`, CONSTRAINT `richieste_ibfk_1` FOREIGN KEY (`nome_db`) REFERENCES `db_allineabili` (`nome`) ON DELETE CASCADE ON UPDATE CASCADE)
            [query] => INSERT INTO richieste(nome_db,richiedente,usernameRichiedente,dataora)
		VALUES( '',
				'Mauro Linfozzi',
				'linfozzi',
				'2016-11-11 09:00:00'
		)
        )

)
</pre>
2016-11-11 08:43:32 - HTTPError 404 -  - dist/images
2016-11-11 10:36:58 - HTTPError 404 -  - dist/images
2016-11-11 19:58:01 - HTTPError 404 -  - dist/images
2016-11-11 18:58:02 - Errore U03 -  - Username o Password non validi
2016-11-14 08:18:49 - HTTPError 404 -  - dist/images
2016-11-14 08:25:07 - HTTPError 404 -  - dist/images
2016-11-14 08:45:11 - HTTPError 404 -  - dist/images
2016-11-15 09:25:22 - HTTPError 404 -  - dist/images
2016-11-15 09:30:35 - HTTPError 404 -  - dist/images
2016-11-15 12:25:30 - HTTPError 404 -  - dist/images
2016-11-15 16:57:02 - HTTPError 404 -  - dist/images
2016-11-16 09:08:06 - HTTPError 404 -  - dist/images
2016-11-16 09:09:50 - HTTPError 404 -  - dist/images
2016-11-16 14:31:38 - HTTPError 404 -  - dist/images
2016-11-17 08:16:01 - HTTPError 404 -  - dist/images
2016-11-17 08:38:38 - HTTPError 404 -  - dist/images
2016-11-17 09:27:10 - HTTPError 404 -  - dist/images
2016-11-17 10:56:28 - HTTPError 404 -  - dist/images
2016-11-18 09:15:19 - HTTPError 404 -  - dist/images
2016-11-18 09:16:06 - HTTPError 404 -  - dist/images
2016-11-18 09:17:32 - HTTPError 404 -  - dist/images
2016-11-18 08:17:38 - Errore U03 -  - Username o Password non validi
2016-11-18 10:20:22 - HTTPError 404 -  - dist/images
2016-11-18 11:30:30 - HTTPError 404 -  - dist/images
2016-11-18 13:42:34 - HTTPError 404 -  - dist/images
2016-11-21 08:55:26 - HTTPError 404 -  - dist/images
2016-11-21 09:49:50 - HTTPError 404 -  - dist/images
2016-11-21 11:22:49 - HTTPError 404 -  - dist/images
2016-11-21 11:22:56 - HTTPError 404 - linfozzi - dist/images
2016-11-21 12:43:40 - HTTPError 404 -  - dist/images
2016-11-22 09:23:06 - HTTPError 404 -  - dist/images
2016-11-23 08:47:20 - HTTPError 404 -  - dist/images
2016-11-23 09:25:55 - HTTPError 404 -  - dist/images
2016-11-23 12:11:50 - HTTPError 404 -  - dist/images
2016-11-24 09:16:49 - HTTPError 404 -  - dist/images
2016-11-24 10:18:54 - HTTPError 404 -  - dist/images
2016-11-24 10:19:03 - HTTPError 404 - lgalavotti - dist/images
2016-11-24 10:20:15 - HTTPError 404 -  - dist/images
2016-11-24 14:08:05 - HTTPError 404 -  - dist/images
2016-11-25 12:27:19 - HTTPError 404 -  - dist/images
2016-11-25 13:38:43 - HTTPError 404 -  - dist/images
2016-11-25 15:55:26 - HTTPError 404 -  - dist/images
2016-11-28 08:57:38 - HTTPError 404 -  - dist/images
2016-11-28 12:11:15 - HTTPError 404 -  - dist/images
2016-11-29 08:11:45 - HTTPError 404 -  - dist/images
2016-11-29 08:11:51 - HTTPError 404 - cristina - dist/images
2016-11-29 11:06:10 - HTTPError 404 -  - dist/images
2016-11-29 10:06:21 - Errore U03 -  - Username o Password non validi
2016-11-29 11:10:57 - HTTPError 404 -  - dist/images
2016-11-30 13:46:01 - HTTPError 404 -  - dist/images
2016-12-01 09:24:42 - HTTPError 404 -  - dist/images
2016-12-01 08:24:52 - Errore U03 -  - Username o Password non validi
2016-12-01 11:07:28 - HTTPError 404 -  - dist/images
2016-12-01 11:10:24 - HTTPError 404 -  - dist/images
2016-12-01 16:15:33 - HTTPError 404 -  - dist/images
2016-12-02 13:02:01 - HTTPError 404 -  - dist/images
2016-12-02 14:04:09 - HTTPError 404 -  - dist/images
2016-12-02 15:44:20 - HTTPError 404 -  - dist/images
2016-12-05 08:10:12 - HTTPError 404 -  - dist/images
2016-12-05 07:10:24 - Errore U03 -  - Username o Password non validi
2016-12-05 08:10:31 - HTTPError 404 - marchettip - dist/images
2016-12-05 08:53:49 - HTTPError 404 -  - dist/images
2016-12-05 15:29:57 - HTTPError 404 -  - dist/images
2016-12-06 10:06:57 - HTTPError 404 -  - dist/images
2016-12-06 11:07:26 - HTTPError 404 -  - dist/images
2016-12-06 15:15:38 - HTTPError 404 -  - dist/images
2016-12-06 14:17:06 - Errore U03 -  - Username o Password non validi
2016-12-07 08:26:42 - HTTPError 404 -  - dist/images
2016-12-07 08:38:33 - HTTPError 404 -  - dist/images
2016-12-07 12:44:27 - HTTPError 404 -  - dist/images
2016-12-07 15:51:54 - HTTPError 404 -  - dist/images
2016-12-09 08:40:48 - HTTPError 404 -  - dist/images
2016-12-09 07:42:53 - Errore U03 - leonetti - Username o Password non validi
2016-12-09 11:03:26 - HTTPError 404 -  - dist/images
2016-12-12 09:04:37 - HTTPError 404 -  - dist/images
2016-12-12 15:28:53 - HTTPError 404 -  - dist/images
2016-12-12 14:29:03 - Errore U03 -  - Username o Password non validi
2016-12-12 14:29:14 - Errore U03 -  - Username o Password non validi
2016-12-12 14:29:16 - Errore U03 -  - Username o Password non validi
2016-12-12 14:29:16 - Errore U03 -  - Username o Password non validi
2016-12-12 15:29:25 - HTTPError 404 - zavatti - dist/images
2016-12-13 08:33:31 - HTTPError 404 -  - dist/images
2016-12-13 08:33:42 - HTTPError 404 - linfozzi - dist/images
2016-12-13 08:58:06 - HTTPError 404 -  - dist/images
2016-12-13 11:20:18 - HTTPError 404 -  - dist/images
2016-12-13 13:13:17 - HTTPError 404 -  - dist/images
2016-12-13 13:14:28 - HTTPError 404 -  - dist/images
2016-12-13 13:14:41 - HTTPError 404 -  - dist/images
2016-12-13 12:14:53 - Errore U03 -  - Username o Password non validi
2016-12-13 15:32:40 - HTTPError 404 -  - dist/images
2016-12-13 15:55:14 - HTTPError 404 -  - dist/images
2016-12-14 09:06:07 - HTTPError 404 -  - dist/images
2016-12-14 09:06:13 - HTTPError 404 -  - dist/images
2016-12-14 09:14:31 - HTTPError 404 -  - dist/images
2016-12-14 09:21:34 - HTTPError 404 - gazzoni - dist/images
2016-12-14 10:51:17 - HTTPError 404 -  - dist/images
2016-12-14 12:19:02 - HTTPError 404 -  - dist/images
2016-12-14 13:12:51 - HTTPError 404 -  - dist/images
2016-12-14 14:29:10 - Errore U03 -  - Username o Password non validi
2016-12-15 12:26:12 - HTTPError 404 -  - dist/images
2016-12-15 12:26:19 - HTTPError 404 - paltrinieri - dist/images
2016-12-15 15:30:50 - HTTPError 404 -  - dist/images
2016-12-15 16:35:07 - HTTPError 404 -  - dist/images
2016-12-15 16:41:28 - HTTPError 404 -  - dist/images
2016-12-15 16:47:48 - HTTPError 404 -  - dist/images
2016-12-16 09:12:57 - HTTPError 404 -  - dist/images
2016-12-16 09:00:09 - Errore U03 -  - Username o Password non validi
2016-12-16 10:20:11 - HTTPError 404 -  - dist/images
2016-12-16 10:57:48 - HTTPError 404 -  - dist/images
2016-12-16 11:07:51 - HTTPError 404 -  - dist/images
2016-12-16 11:36:50 - HTTPError 404 -  - dist/images
2016-12-16 11:36:56 - HTTPError 404 - leonetti - dist/images
2016-12-16 11:37:10 - HTTPError 404 -  - dist/images
2016-12-16 16:27:22 - HTTPError 404 -  - dist/images
2016-12-19 08:18:59 - HTTPError 404 -  - dist/images
2016-12-19 11:38:10 - HTTPError 404 -  - dist/images
2016-12-19 12:02:39 - HTTPError 404 -  - dist/images
2016-12-19 12:02:46 - HTTPError 404 - paltrinieri - dist/images
2016-12-20 14:06:26 - HTTPError 404 -  - dist/images
2016-12-20 14:08:12 - HTTPError 404 -  - dist/images
2016-12-20 14:51:59 - HTTPError 404 -  - dist/images
2016-12-20 15:45:55 - HTTPError 404 -  - dist/images
2016-12-22 08:11:53 - HTTPError 404 -  - dist/images
2016-12-22 10:44:25 - HTTPError 404 -  - dist/images
2016-12-22 10:59:55 - HTTPError 404 -  - dist/images
2016-12-27 08:36:49 - HTTPError 404 -  - dist/images
2016-12-27 09:27:27 - HTTPError 404 -  - dist/images
2016-12-27 09:54:17 - HTTPError 404 -  - dist/images
2016-12-28 08:22:28 - HTTPError 404 -  - dist/images
2016-12-28 11:52:45 - HTTPError 404 -  - dist/images
2016-12-28 14:47:59 - HTTPError 404 -  - dist/images
2016-12-28 14:48:06 - HTTPError 404 - cristina - dist/images
2016-12-29 13:54:41 - HTTPError 404 -  - dist/images
2016-12-30 08:22:39 - HTTPError 404 -  - dist/images
2016-12-30 08:32:03 - HTTPError 404 -  - dist/images
2016-12-30 08:34:43 - HTTPError 404 -  - dist/images
2016-12-30 15:31:13 - HTTPError 404 -  - dist/images
2017-01-02 09:07:51 - HTTPError 404 -  - dist/images
2017-01-02 15:03:46 - HTTPError 404 -  - dist/images
2017-01-03 08:49:00 - HTTPError 404 -  - dist/images
2017-01-03 08:55:09 - HTTPError 404 -  - dist/images
2017-01-03 08:58:24 - HTTPError 404 -  - dist/images
2017-01-03 10:15:34 - HTTPError 404 -  - dist/images
2017-01-03 09:17:26 - Errore U03 -  - Username o Password non validi
2017-01-03 09:17:31 - Errore U03 -  - Username o Password non validi
2017-01-04 08:48:32 - HTTPError 404 -  - dist/images
2017-01-05 08:22:00 - HTTPError 404 -  - dist/images
2017-01-05 10:43:10 - HTTPError 404 -  - dist/images
2017-01-05 10:43:24 - HTTPError 404 - gandolfi - dist/images
2017-01-09 08:44:34 - HTTPError 404 -  - dist/images
2017-01-09 08:54:43 - HTTPError 404 -  - dist/images
2017-01-09 07:54:53 - Errore U03 -  - Username o Password non validi
2017-01-09 07:55:00 - Errore U03 -  - Username o Password non validi
2017-01-09 07:55:13 - Errore U03 -  - Username o Password non validi
2017-01-09 08:55:18 - HTTPError 404 - zavatti - dist/images
2017-01-09 09:20:17 - HTTPError 404 -  - dist/images
2017-01-09 09:49:57 - HTTPError 404 -  - dist/images
2017-01-09 10:06:13 - HTTPError 404 -  - dist/images
2017-01-09 11:08:58 - HTTPError 404 -  - dist/images
2017-01-09 10:09:06 - Errore U03 -  - Username o Password non validi
2017-01-09 15:09:03 - HTTPError 404 -  - dist/images
2017-01-10 08:40:04 - HTTPError 404 -  - dist/images
2017-01-10 08:40:15 - HTTPError 404 - linfozzi - dist/images
2017-01-10 09:19:41 - HTTPError 404 -  - dist/images
2017-01-10 15:10:19 - HTTPError 404 -  - dist/images
2017-01-10 15:42:50 - HTTPError 404 -  - dist/images
2017-01-10 15:53:57 - HTTPError 404 -  - dist/images
2017-01-10 15:53:58 - HTTPError 404 -  - dist/images
2017-01-11 08:31:04 - HTTPError 404 -  - dist/images
2017-01-11 08:31:06 - HTTPError 404 -  - dist/images
2017-01-11 08:43:33 - HTTPError 404 -  - dist/images
